Date,Alteraciones de la respiración (count),Análisis del Sueño [Total] (hr),Análisis del Sueño [Asleep] (hr),Análisis del Sueño [In Bed] (hr),Análisis del Sueño [Core] (hr),Análisis del Sueño [Deep] (hr),Análisis del Sueño [REM] (hr),Análisis del Sueño [Awake] (hr),Frecuencia Cardíaca [Min] (count/min),Frecuencia Cardíaca [Max] (count/min),Frecuencia Cardíaca [Avg] (count/min),Frecuencia respiratoria (count/min),Hora de Estar de Pie de Apple (count),Minutos Conscientes (min),Promedio de Frecuencia Cardíaca al Caminar (count/min),Temperatura de Muñeca Mientras Duerme de Apple (degC),Tiempo de Ejercicio de Apple (min),Tiempo de Movimiento de Apple (min),Tiempo en Luz de Día (min),Variabilidad de Frecuencia Cardíaca (ms) 
2025-07-20 00:00:00,,7.616666666666668,0.0,7.616666666666667,4.9333333333333345,0.6416666666666667,2.041666666666667,0.3416666666666667,44,141,44,15.43,14,,,,21,,32.95,91.74,
2025-07-21 00:00:00,,8.425,0.0,8.425,5.658333333333334,0.8416666666666667,1.925,0.13333333333333333,44,136,44,16.07,12,,93.5,,41,,147.76,86.84,
2025-07-22 00:00:00,,8.025,0.0,8.025,5.075,1.2666666666666668,1.6833333333333333,0.10833333333333332,43,155,43,15.48,14,,71.5,,10,,104.29,69.03,
2025-07-23 00:00:00,,8.625,0.0,8.625,5.091666666666667,1.5416666666666665,1.9916666666666665,0.325,41,134,41,16.09,15,,96,,25,,78.82,96.01,
2025-07-24 00:00:00,,7.949999999999999,0.0,7.949999999999999,5.975,0.5333333333333333,1.4416666666666669,0.13333333333333333,43,139,43,15.33,12,,114.5,,23,,136.18,72.57,
2025-07-25 00:00:00,,7.449999999999999,0.0,7.45,5.35,0.6666666666666666,1.4333333333333331,0.075,45.17,138,45.17,16.53,14,,87,,13,,29,82.21,
2025-07-26 00:00:00,,8.774999999999999,0.0,8.775,5.6499999999999995,0.9916666666666667,2.1333333333333333,0.08333333333333334,44,159,44,15.38,12,,78.5,,13,,185,75.2,
2025-07-27 00:00:00,,8.633333333333333,0.0,8.633333333333333,5.466666666666666,0.9833333333333334,2.183333333333333,0.025,45,142,45,15.51,10,,91,,26,,42,100.23,
2025-07-28 00:00:00,,8.175,0.0,8.175,5.566666666666666,1.025,1.5833333333333333,0.125,42,130,42,15.09,13,,82.5,,26,,54,76.77,
2025-07-29 00:00:00,,8.149999999999999,0.0,8.15,5.516666666666666,1.0166666666666666,1.6166666666666667,0.10833333333333332,41,123,41,15.46,14,,83,,21,,102,68.19,
2025-07-30 00:00:00,,8.258333333333333,0.0,8.258333333333333,5.233333333333333,0.8749999999999999,2.15,0.09166666666666667,42,128,42,14.97,13,,81.5,,23,,38,101.7,
2025-07-31 00:00:00,,8.149999999999999,0.0,8.150000000000002,5.333333333333333,0.8166666666666667,2.0,0.09166666666666667,41,132,41,15.69,16,,86,,23,,43,71.37,
2025-08-01 00:00:00,,8.408333333333333,0.0,8.408333333333333,5.533333333333333,1.0416666666666665,1.8333333333333335,0.016666666666666666,43,127,43,15.08,14,,83,,18,,35,69.74,
2025-08-02 00:00:00,,7.8,0.0,7.8,4.908333333333333,1.1416666666666666,1.75,0.10833333333333334,41,190,41,15.15,14,,105,,52,,68.28,70.53,
2025-08-03 00:00:00,,7.425,0.0,7.425,5.466666666666667,0.3833333333333333,1.575,0.18333333333333335,44,137,44,15.19,13,,91,,66,,92.72,82.06,
2025-08-04 00:00:00,,8.475,0.0,8.475,5.875,0.8083333333333333,1.7916666666666667,0.15833333333333333,41.98,124,41.98,14.94,11,,78,,20,,51,90.78,
2025-08-05 00:00:00,,8.5,0.0,8.5,5.908333333333333,0.8500000000000001,1.7416666666666667,0.008333333333333333,47,161,47,15.02,14,,112,,48,,137.13,85.28,
2025-08-06 00:00:00,,8.35,0.0,8.35,5.433333333333333,0.875,2.041666666666667,0.10833333333333334,45,154,45,14.76,15,,97,,31,,177.45,83.83,
2025-08-07 00:00:00,,7.858333333333332,0.0,7.8583333333333325,4.491666666666665,1.6333333333333333,1.7333333333333334,0.125,45,146,45,15,15,,76,,38,,104.42,79.03,
2025-08-08 00:00:00,,8.25,0.0,8.25,5.458333333333333,1.0083333333333333,1.7833333333333332,0.025,40,146,40,16.05,14,,88,,26,,52,92.03,
2025-08-09 00:00:00,,,,,,,,,47,156,47,,10,,99,,15,,49,60.11,
2025-08-10 00:00:00,,8.466666666666669,0.0,8.466666666666667,5.300000000000001,1.2666666666666666,1.9000000000000004,0.016666666666666666,47,125,47,15.15,12,,90,,68,,118,50.99,
2025-08-11 00:00:00,,8.175,0.0,8.175,5.691666666666667,0.8166666666666667,1.6666666666666667,0.09999999999999999,45,139,45,15.17,15,,91.5,,20,,144,80.68,
2025-08-12 00:00:00,,,,,,,,,54,151,54,,5,,97,,30,,64,113.94,
2025-08-13 00:00:00,,9.125,0.0,0.0,5.425,1.2333333333333334,2.4666666666666663,0.25833333333333336,44,127,44,15.46,11,,80,,44,,52,86.46,
2025-08-14 00:00:00,,9.091666666666667,0.0,0.0,5.7250000000000005,1.1416666666666666,2.225,0.29166666666666663,43,122,43,15.26,15,,75.5,,37,,342.78,73.83,
2025-08-15 00:00:00,,8.675000000000002,0.0,0.0,6.550000000000002,0.3416666666666666,1.7833333333333334,0.5916666666666667,45,113,45,15.08,16,,84,,65,,240.22,84.15,
2025-08-16 00:00:00,,8.558333333333334,0.0,0.0,6.508333333333334,0.43333333333333335,1.6166666666666665,0.4583333333333334,48,111,48,14.45,15,,69,,54,,16,111.3,
2025-08-17 00:00:00,,,,,,,,,55,115,55,,10,,110,,16,,10,65.15,
2025-08-18 00:00:00,,10.9,2.4916666666666667,0.0,5.5,1.275,1.6333333333333333,0.16666666666666666,47,150,47,14.4,12,,101,,22,,130,73.29,
2025-08-19 00:00:00,,7.15,0.0,0.0,5.266666666666667,0.5916666666666667,1.2916666666666667,0.30833333333333335,53,155,53,16.34,12,,108,,38,,216,52.44,
2025-08-20 00:00:00,,3.5250000000000004,0.0,0.0,2.2583333333333333,0.7083333333333333,0.5583333333333333,0.049999999999999996,52,145,52,15.91,15,,89,,55,,252,55.68,
2025-08-21 00:00:00,,8.274999999999999,0.0,0.0,5.166666666666666,0.9416666666666668,2.166666666666667,0.09999999999999999,41.03,113,41.03,14.9,11,,76,,19,,62,68.92,
2025-08-22 00:00:00,,8.208333333333332,0.0,0.0,5.633333333333333,0.7749999999999999,1.7999999999999998,0.22499999999999998,40,136,40,14.74,12,,97.5,,56,,459,84.26,
2025-08-23 00:00:00,,4.725,0.0,0.0,2.85,0.9,0.9750000000000001,0.18333333333333332,47,148,47,16.16,16,,93,,23,,185,93.23,
2025-08-24 00:00:00,,7.1499999999999995,0.0,0.0,4.583333333333333,1.0833333333333335,1.4833333333333334,0.22499999999999998,46,135,46,14.94,16,,113,,73,,91,92.68,
2025-08-25 00:00:00,,7.3999999999999995,0.0,0.0,5.175,0.8,1.425,0.16666666666666666,43,110,43,14.14,8,,,,8,,66,93.64,
2025-08-26 00:00:00,,,,,,,,,51,135,51,,14,,103,,24,,184,69.26,
2025-08-27 00:00:00,,8.416666666666668,0.0,0.0,5.258333333333334,0.7250000000000001,2.433333333333333,0.058333333333333334,43,161,43,14.5,15,,87.5,,37,,279,80.22,
2025-08-28 00:00:00,,8.35,0.0,0.0,5.516666666666667,0.5333333333333333,2.3,0.15000000000000002,45,138,45,15.23,14,,86.5,,27,,127,77.61,
2025-08-29 00:00:00,,4.841666666666667,0.0,0.0,3.4916666666666667,0.425,0.925,0.016666666666666666,47,122,47,14.07,14,,85,,28,,24,71.47,
2025-08-30 00:00:00,,10.200000000000001,0.0,0.0,6.433333333333334,1.3416666666666666,2.4250000000000003,0.32500000000000007,41,178,41,14.19,12,,138,,31,,234,96.2,
2025-08-31 00:00:00,,8.075000000000001,0.0,0.0,6.0,0.5416666666666666,1.5333333333333334,0.14166666666666666,44,113,44,14.02,12,,91,,7,,99,92.51,
2025-09-01 00:00:00,,9.083333333333334,0.0,0.0,5.958333333333334,1.1,2.0250000000000004,0.18333333333333335,44,128,44,14.76,12,,99,,14,,2,80.66,
2025-09-02 00:00:00,,8.5,1.4666666666666666,0.0,4.566666666666666,0.825,1.6416666666666666,0.175,43,124,43,14.84,14,,,,16,,94,87.63,
2025-09-03 00:00:00,,8.191666666666665,0.0,0.0,5.974999999999999,0.26666666666666666,1.95,0.18333333333333335,45,160,45,14.98,14,,91,,22,,263,92.8,
2025-09-04 00:00:00,,9.2,0.0,0.0,6.416666666666667,0.47500000000000003,2.308333333333333,0.2833333333333333,45,142,45,15.06,14,,98,,23,,61,65.42,
2025-09-05 00:00:00,,8.508333333333333,0.0,0.0,5.808333333333333,0.85,1.85,0.24166666666666664,43,117,43,15.32,12,,93.5,,15,,144,72.3,
2025-09-06 00:00:00,,8.924999999999999,0.0,0.0,5.975,0.7666666666666666,2.183333333333333,0.06666666666666667,44,124,44,15.68,14,,92,,37,,272,78.97,
2025-09-07 00:00:00,,8.291666666666668,0.0,0.0,6.333333333333334,0.7083333333333335,1.25,0.3416666666666667,45,177,45,15.81,14,,92.5,,48,,243,89.78,
2025-09-08 00:00:00,,6.725,0.0,0.0,4.591666666666667,0.7166666666666666,1.4166666666666665,0.15833333333333333,46,130,46,15.17,14,,96.5,,39,,,57.69,
2025-09-09 00:00:00,,8.924999999999999,0.0,0.0,5.791666666666666,0.7666666666666668,2.3666666666666667,0.06666666666666667,50,123,50,14.84,15,,93,,19,,67,85.6,
2025-09-10 00:00:00,,8.841666666666667,0.0,0.0,5.875,1.1083333333333332,1.8583333333333334,0.08333333333333333,42,116,42,15.06,12,,74,,11,,57,70.87,
2025-09-11 00:00:00,,8.466666666666665,0.0,0.0,6.199999999999998,0.4916666666666667,1.7750000000000001,0.46666666666666673,44,151,44,14.79,16,,102,,41,,47,77.28,
2025-09-12 00:00:00,,8.933333333333335,0.0,0.0,6.741666666666668,0.6000000000000001,1.5916666666666666,0.34166666666666673,44,140,44,15.21,12,,94,,12,,41,67.05,
2025-09-13 00:00:00,,8.45,0.0,0.0,5.999999999999999,0.6916666666666665,1.7583333333333333,0.10833333333333332,46,137,46,15.17,12,,106,,17,,15,103.87,
2025-09-14 00:00:00,,7.725,0.0,0.0,5.5249999999999995,0.5,1.7,0.09166666666666666,43,146,43,15.28,13,,113,,10,,62,65.62,
2025-09-15 00:00:00,,9.508333333333333,0.0,0.0,6.6083333333333325,1.25,1.6500000000000001,0.24166666666666667,42,127,42,15.55,13,,60,,17,,186,73.46,
2025-09-16 00:00:00,,6.3,0.0,0.0,4.691666666666666,0.8083333333333333,0.7999999999999999,0.22499999999999998,42,134,42,14.51,15,,78,,21,,9,63.01,
2025-09-17 00:00:00,,9.575,0.0,0.0,6.1083333333333325,0.7083333333333333,2.7583333333333333,0.11666666666666667,35,120,35,14.78,14,,79,,13,,31,67.33,
2025-09-18 00:00:00,,9.9,0.0,0.0,6.583333333333334,1.0833333333333333,2.2333333333333334,0.11666666666666667,37,144,37,15.08,8,,103,,45,,41,84.53,
2025-09-19 00:00:00,,8.341666666666667,0.0,0.0,5.591666666666667,0.9666666666666667,1.7833333333333332,0.6916666666666668,41,120,41,14.73,12,,114,,11,,45,75.76,
2025-09-20 00:00:00,,6.958333333333334,0.0,0.0,4.8500000000000005,0.7416666666666667,1.3666666666666667,0.125,45,128,45,14.59,15,,98,,17,,34,62.37,
2025-09-21 00:00:00,,7.35,0.0,0.0,4.816666666666666,1.0166666666666668,1.5166666666666666,0.09166666666666666,45,147,45,14.96,14,,91,,28,,11,73.31,
2025-09-22 00:00:00,,9.475000000000001,0.0,0.0,6.583333333333334,0.75,2.141666666666667,0.2833333333333333,41,134,41,14.43,10,,77,,22,,27,72.1,
2025-09-23 00:00:00,,7.316666666666666,1.2916666666666665,0.0,4.266666666666667,0.7250000000000001,1.0333333333333332,0.35,44,153,44,16,16,,109,,20,,80,67.06,
2025-09-24 00:00:00,,6.475,1.1166666666666665,0.0,3.3916666666666666,0.875,1.0916666666666668,0.275,47,126,47,14.74,14,,94.5,,15,,22,56.19,
2025-09-25 00:00:00,,8.466666666666667,0.0,0.0,5.391666666666667,0.7833333333333334,2.2916666666666665,0.15833333333333335,46,146,46,15.88,14,,99,,32,,101,68.34,
2025-09-26 00:00:00,,9.191666666666666,0.0,0.0,5.741666666666666,1.0833333333333333,2.3666666666666663,0.14166666666666666,45,138,45,14.17,14,,118,,45,,212,66.95,
2025-09-27 00:00:00,,8.791666666666668,0.0,0.0,6.2,1.125,1.4666666666666668,0.425,47,191,47,14.32,13,,130,,80,,241,54.14,
2025-09-28 00:00:00,,9.241666666666667,0.0,0.0,6.558333333333334,0.5499999999999999,2.1333333333333333,0.19999999999999998,47,107,47,14.28,6,,70,,7,,10,89.49,
